Id,firstName,lastName,salary,managerId
772,Moyna,Hamilton,1652100,48
773,Doris,Hallum,3174800,253
774,Rancell,McGown,4234300,554
775,Hetty,Fahy,2438300,767
776,Pennie,Etches,2758400,714
777,Galvan,Eldridge,2379500,947
778,Nissa,Iacovelli,2759000,610
779,Kristina,Escoffrey,2369100,165
780,Sue,Roswarne,1069400,244
781,Nancee,Witherington,212300,496
782,Ozzie,Tinman,218900,371
783,Lonee,Karpenya,528800,568
784,Pris,Ballinghall,3936500,658
785,Sissy,Barfitt,4063900,943
786,Gwenore,Dogg,3936100,965
787,Hamilton,Rochford,1175600,924
788,Garfield,Agron,685900,593
789,Alie,Vasilchikov,946000,145
790,Zulema,Idle,4558800,898
791,Samson,Latek,4674100,108
792,Bryce,Kiely,4325600,950
793,Tish,Matzel,3137400,729
794,Gene,Shitliffe,997000,596
795,Glynda,Batram,2736500,238
796,Saunderson,Bursell,4241900,435
797,Clare,Gremane,3438600,687
798,Joellyn,Comiskey,3008200,258
799,Nerty,Brandts,1999400,567
800,Neale,Kopman,1171800,309
801,Kimmy,Bockett,848600,11
802,Marita,Joron,1898400,790
803,Lora,Palphreyman,2855300,400
804,Gunilla,Baudichon,3230000,493
805,Lonni,Richarz,3223000,909
806,Web,Newcombe,3185000,663
807,Laurice,Taberner,2370300,385
808,Marsha,MacMaykin,4351800,366
809,Ferdie,Mucillo,1697500,312
810,Paula,O'Cannavan,2689500,564
811,Cahra,Heinzel,4534300,738
812,Jasmina,Maciunas,2291700,427
813,Jori,Semechik,3261200,928
814,Cordi,Sillis,3275200,626
815,Robbie,Poag,1432100,750
816,Rakel,O'Scanlon,2171300,677
817,Michele,Grelik,914600,621
818,Fawne,Whaites,597100,984
819,Sydelle,Lethley,274700,240
820,Filip,Maulden,4767400,64
821,Iseabal,Pawfoot,770100,151
822,Remington,Ringer,2477200,413
823,Olia,Iverson,4692000,818
824,Patton,Traher,4921700,182
825,Warner,Sinnie,2007200,754
826,Caryl,Dreakin,1401300,352
827,Aila,Winfred,1003300,317
828,York,Vedenisov,1786100,83
829,Jack,Allsep,4839800,300
830,Reilly,Dearle,2153200,62
831,Natka,Brumby,4057800,524
832,Cosetta,Mochar,142200,703
833,Finley,Mackett,936300,183
834,Hinda,Grumley,3896800,83
835,Alvy,Tilt,3606300,348
836,Bronnie,Bagshaw,2713800,614
837,Batholomew,Ruppelin,3654400,374
838,Ericha,Folling,895100,456
839,Luigi,Arundel,2183800,888
840,Pier,Priddy,1142200,559
841,Lois,Sabathe,2890200,200
842,Garrick,Klewer,1610900,598
843,Meade,Minet,2171600,88
844,Sol,McKune,4644700,946
845,Marc,Goodfellow,3372000,33
846,Rosco,Borzone,3177500,862
847,Krystalle,Kummerlowe,1985200,245
848,Laurens,Ciccerale,4180100,507
849,Lodovico,Tingle,2112300,565
850,Vince,Mundall,1996800,383
851,Benn,Sear,4094900,315
852,Tiertza,Hearons,1377500,65
853,Rennie,Holdin,1659800,277
854,Hayden,Jenoure,1623300,529
855,Addi,Kirstein,1936300,71
856,Kay,Surgey,4787800,306
857,Jobye,Becarra,3800500,976
858,Joachim,Campany,1333900,916
859,Aldus,Nelle,3376900,255
860,Lee,Crotty,3945000,441
861,Diego,Stanwix,4715800,469
862,Terry,Horribine,1439400,234
863,Lenora,Cronshaw,2901400,652
864,Bartie,Vennart,1799100,560
865,Valene,Caps,655100,447
866,Hetti,Littleproud,2344300,214
867,Nicholle,Duchesne,238400,405
868,Ramon,Picardo,1646900,931
869,Aurelea,Benduhn,3081600,930
870,Ardath,Hyder,2710500,217
871,Giles,Aubery,3822200,208
872,Jeralee,Rennocks,222100,240
873,Oona,Quickenden,2515500,649
874,Flory,Davana,2189100,946
875,Gray,Tape,4507100,714
876,Christean,Twidale,3477500,422
877,Bancroft,Izkovitch,3545000,726
878,Cad,Lyokhin,4988300,423
879,Ami,Mully,588000,444
880,Cristine,Brumbie,1961400,818
881,Hill,Riseborough,4733100,80
882,Meris,Davys,2079600,853
883,Gilligan,McLagan,2533400,421
884,Mei,Thoumasson,2315000,880
885,Mischa,Lambillion,563400,498
886,Corly,Malser,1868600,313
887,Ellary,Nimmo,2408900,268
888,Ford,Baukham,4251300,731
889,Gavan,MacCathay,1183900,511
890,Arnaldo,Eykel,3932300,373
891,Cherry,Winckle,2174700,71
892,Arleta,Dunkerly,4152000,901
893,Tillie,Fronek,2879800,491
894,Missie,Kench,1594700,252
895,Piotr,Butchard,484300,729
896,Winifield,Crisford,1936500,831
897,Holden,L'Episcopi,2657900,327
898,Ddene,Sigars,3017600,789
899,Golda,Cornu,470600,792
900,Susi,Wyllie,2587400,413
901,Willow,Heel,1494000,374
902,Emmett,Richardes,3903900,173
903,Minni,Mousby,1223100,343
904,Kimberley,Leisman,183300,822
905,Gary,Shearstone,148100,494
906,Dene,Roseblade,2781800,825
907,Ricki,McNiff,1693700,972
908,Jessalyn,Marten,1195500,35
909,Essie,Clouston,3430500,791
910,Minda,Brownhall,3224700,565
911,Margi,Beard,1240100,445
912,Yolanthe,Moxham,1083500,313
913,Brynne,Topaz,4018100,351
914,Case,Petley,2945700,896
915,Ky,Halburton,3799100,447
916,Merle,Sidwell,628500,909
917,Irvine,Wither,1805200,335
918,Bord,McGettrick,3495400,875
919,Lionel,Studeart,1759000,268
920,Pris,Neath,280000,632
921,Selena,Archbold,1389100,867
922,Andree,Storton,4294400,626
923,Marlo,Vale,3251900,553
924,Kirby,Cafferky,2479600,341
925,Anna-maria,Selley,431100,688
926,Shelagh,Miles,2536300,51
927,Omero,Bess,1252400,47
928,Josephina,Delucia,4873300,291
929,Freemon,Sleight,4310500,926
930,Sukey,Lewis,2124800,917
931,Ursula,Dixcee,503900,298
932,Juliet,Rowsel,690500,694
933,Lezlie,Wybern,1293600,810
934,Kane,Wilsdon,2969400,636
935,Sybil,Hurch,1687700,170
936,Myrah,Dummer,2511600,112
937,Regina,Butchart,23500,640
938,Waylon,Blase,372400,156
939,Esteban,Cussons,1081300,57
940,Rosabella,Villalta,314300,567
941,Phaedra,Kelsall,3545500,296
942,Bruis,Jenkin,1191600,869
943,Randolf,Honnan,789600,742
944,Victoir,Sutliff,2130400,404
945,Jan,Hince,1360800,673
946,Dom,Readhead,1844700,803
947,Lauraine,Gabbett,2899900,564
948,Dyann,Mingo,184900,112
949,Angeline,Lumsdaine,3070100,388
950,Luigi,Lambrick,133500,804
951,Virginia,Gudge,2466300,243
952,Robbi,Powney,1396600,96
953,Brock,Krink,3384800,479
954,Jannel,Ropcke,4909400,63
955,Ivonne,Watsam,2874400,804
956,Dieter,Comberbach,1440000,479
957,Emili,Rudledge,1093800,567
958,Fin,Mowen,1765000,864
959,Boyd,Cloney,2050800,766
960,Gwenni,Cotesford,4764100,992
961,Cally,Banham,4270200,748
962,Conan,Rolls,1240200,563
963,Adelaide,Brognot,455500,416
964,Burton,Margiotta,2999200,42
965,Corette,Imm,820200,59
966,Lilah,Gulvin,4898700,984
967,Dedie,Wisdish,1372200,505
968,Herschel,Gibbetts,2746300,135
969,Phillipe,Creed,406800,277
970,Fay,Alvey,2934600,250
971,Lilias,Grunbaum,2079400,372
972,Karleen,Le Houx,1186000,353
973,Silvana,Lukins,3090900,106
974,Den,Vasilyev,540500,265
975,Dominique,O'Carrol,431500,949
976,Clark,Harmant,3764000,952
977,Stephannie,Measures,2167100,190
978,Nollie,Crutch,4565100,682
979,Junette,Rains,4223100,493
980,Kristo,Lyford,3676800,60
981,Washington,Craigg,3087500,769
982,Josepha,Broscombe,3190300,600
983,Marijn,Pryde,770400,717
984,Paola,McGahy,3332900,457
985,Gardie,Stott,790300,991
986,Didi,Kinde,1224500,233
987,Port,Goldthorpe,657300,251
988,Jammal,Collen,4021400,627
989,Blair,Le Lievre,2720800,486
990,Kipp,Gillogley,936100,212
991,Johna,Mashal,3905400,700
992,Cthrine,Colleford,4027200,892
993,Sig,Willingham,4796700,858
994,Cicily,Quant,4841900,971
995,Ernest,Mathias,916200,960
996,Kliment,Castrillo,4686100,320
997,Candy,Holson,4815900,216
998,Dorrie,Himsworth,3240900,159
999,Madison,Cockhill,749600,184
1000,Corbet,O'Mara,1948400,552
